venue_id,venue_name,venue_lat,venue_long,venue_category,neighborhood,neighb_lat,neighb_long
4be709372468c9281aff0143,Bethesda Terrace,40.77385431547793,-73.97098155596522,Plaza,Lenox Hill,40.76811265828733,-73.9588596881376
4a7317fdf964a5208fdb1fe3,Sutton Place Park - Sutton Sq,40.757704847653024,-73.95941376686096,Park,Lenox Hill,40.76811265828733,-73.9588596881376
50bd335ee4b0e37b6ed79471,SoulCycle East 63rd,40.764589322129346,-73.96602758853878,Cycle Studio,Lenox Hill,40.76811265828733,-73.9588596881376
4a6b8bf4f964a52018cf1fe3,Bethesda Fountain,40.77429373881737,-73.9708399772644,Fountain,Lenox Hill,40.76811265828733,-73.9588596881376
4a37fd9af964a520a19e1fe3,James Michael Levin Playground,40.77589430914203,-73.9651107788086,Playground,Lenox Hill,40.76811265828733,-73.9588596881376
4b8e8bcdf964a520f52733e3,Alice in Wonderland Statue,40.77503960222394,-73.96656561181653,Outdoor Sculpture,Lenox Hill,40.76811265828733,-73.9588596881376
4c2156ad9085d13a1ab184cc,Trump Plaza,40.763255342949996,-73.96533305632717,Plaza,Lenox Hill,40.76811265828733,-73.9588596881376
4fd0c319e4b04cfba3634181,East River Esplanade -  E 63rd St,40.760773084095284,-73.95683925920645,Park,Lenox Hill,40.76811265828733,-73.9588596881376
4a356643f964a520f09c1fe3,John Jay Park,40.76910437069773,-73.94975606110042,Park,Lenox Hill,40.76811265828733,-73.9588596881376
4b4cb52bf964a52022bb26e3,Cedar Hill,40.7771942363583,-73.96558284759521,Field,Lenox Hill,40.76811265828733,-73.9588596881376
4a070d7ef964a52020731fe3,Conservatory Water,40.77417999123538,-73.96720290184021,Lake,Lenox Hill,40.76811265828733,-73.9588596881376
4e2e881518a8ea95b09c1b77,Glade Arch,40.77634928656113,-73.96565794944763,Bridge,Lenox Hill,40.76811265828733,-73.9588596881376
4b80504bf964a520ff6630e3,24 Sycamores Playground,40.75955340992973,-73.95888042060443,Playground,Lenox Hill,40.76811265828733,-73.9588596881376
4c0507af0d0e0f47a3b0049a,John Jay Playground,40.769736687684905,-73.94937725104604,Playground,Lenox Hill,40.76811265828733,-73.9588596881376
4da4258e9935a0933db3d66f,Footbridge to East River Pathway,40.76958930130034,-73.9484703540802,Gym,Lenox Hill,40.76811265828733,-73.9588596881376
4bc21475abf495211fe9c193,Billy Johnson Playground,40.76954273947453,-73.96979938772729,Playground,Lenox Hill,40.76811265828733,-73.9588596881376
4a38048cf964a520a79e1fe3,Central Park - 72nd St Playground,40.77210798131282,-73.96772031691907,Playground,Lenox Hill,40.76811265828733,-73.9588596881376
4abe8ee6f964a5207a8e20e3,Rumsey Playfield,40.77257125457938,-73.97022843360901,Music Venue,Lenox Hill,40.76811265828733,-73.9588596881376
4a68fb35f964a52064cb1fe3,Equinox East 63rd Street,40.7644886843313,-73.96651148383634,Gym,Lenox Hill,40.76811265828733,-73.9588596881376
5b60d31767a9fe002c34b374,Rumble,40.77782557215498,-73.95477307283355,Gym / Fitness Center,Lenox Hill,40.76811265828733,-73.9588596881376
4a43be37f964a520c0a61fe3,Roosevelt Island Bridge,40.76331619981086,-73.94558429718018,Bridge,Roosevelt Island,40.76215960576283,-73.94916769227953
4bb65d7b6edc76b087d2301c,John Finley Walk,40.7676979,-73.9496591,Park,Roosevelt Island,40.76215960576283,-73.94916769227953
4a43bd40f964a520bfa61fe3,Ed Koch Queensboro Bridge,40.757076103727044,-73.95490301121487,Bridge,Roosevelt Island,40.76215960576283,-73.94916769227953
4a58f861f964a52058b81fe3,Roosevelt Island,40.75909630361429,-73.95285570973029,Island,Roosevelt Island,40.76215960576283,-73.94916769227953
58aa6b1b7a8f046a8295dd44,East River Running Path  @71 St Entrance,40.765199,-73.952,Athletics & Sports,Roosevelt Island,40.76215960576283,-73.94916769227953
4b19b5e6f964a5207fe223e3,Sutton East Tennis Club,40.759275433502886,-73.9598614879976,Tennis Court,Roosevelt Island,40.76215960576283,-73.94916769227953
